cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,
1.01E-05,17,0,115,,
1.02E-05,20,0,116,,
1.69E-05,5,0,117,,
1.00E-05,4,0,109,,
1.03E-05,4,0,108,,
1.64E-05,6,0,103,,
1.62E-05,10,0,102,,
1.23E-05,7,0,103,,
1.11E-05,4,0,104,,
2.67E-05,2,0,104,,
2.08E-05,1,0,105,,
2.49E-05,14,0,106,,
1.51E-05,9,0,109,,
2.06E-05,20,0,109,,
1.81E-05,20,0,109,,
1.27E-05,10,0,106,,
1.11E-05,2,0,106,,
1.09E-05,5,0,106,,
1.09E-05,2,0,107,,
1.08E-05,12,0,105,,
1.50E-05,6,0,102,,
1.49E-05,7,0,102,,
2.23E-05,15,0,104,,
1.01E-05,20,0,105,,
1.01E-05,11,0,111,,
1.04E-05,5,0,106,,
1.00E-05,15,0,106,,
1.00E-05,15,0,107,,
1.01E-05,12,0,108,,
1.00E-05,12,0,106,,
9.90E-06,1,0,106,,
1.00E-05,5,0,107,,
1.01E-05,9,0,107,,
1.13E-05,9,0,108,,
1.55E-05,11,0,109,,
1.01E-05,11,0,111,,
1.01E-05,7,0,112,,
1.00E-05,10,0,110,,
9.90E-06,10,0,109,,
1.50E-05,1,0,109,,
1.04E-05,11,0,109,,
1.01E-05,16,0,108,,
1.00E-05,12,0,109,,
9.90E-06,15,0,108,,
1.01E-05,8,0,102,,
1.00E-05,17,0,102,,
9.90E-06,13,0,103,,
1.02E-05,16,0,104,,
1.01E-05,12,0,104,,
1.01E-05,4,0,107,,
1.01E-05,15,0,108,,
2.35E-05,19,0,105,,
1.09E-05,20,0,109,,
1.40E-05,4,0,108,,
1.04E-05,12,0,111,,
1.34E-05,4,0,113,,
1.12E-05,4,0,107,,
1.63E-05,19,0,104,,
1.01E-05,15,0,104,,
1.03E-05,18,0,103,,
1.01E-05,7,0,101,,
1.02E-05,11,0,102,,
1.14E-05,14,0,100,,
1.05E-05,16,0,100,,
9.90E-06,7,0,98,,
1.00E-05,19,0,99,,
9.80E-06,9,0,101,,
1.01E-05,15,0,100,,
9.90E-06,8,0,96,,
1.00E-05,6,0,97,,
1.01E-05,12,0,99,,
1.00E-05,7,0,97,,
1.04E-05,12,0,98,,
1.02E-05,7,0,103,,
1.01E-05,7,0,97,,
1.00E-05,10,0,96,,
1.16E-05,12,0,97,,
9.90E-06,3,0,96,,
9.80E-06,15,0,92,,
9.90E-06,20,0,93,,
1.00E-05,17,0,92,,
1.01E-05,8,0,88,,
1.48E-05,10,0,88,,
1.41E-05,11,0,89,,
1.00E-05,11,0,89,,
9.90E-06,16,0,91,,
1.02E-05,1,0,86,,
1.95E-05,1,0,86,,
1.12E-05,1,0,83,,
1.10E-05,13,0,80,,
1.10E-05,6,0,80,,
1.09E-05,12,0,82,,
1.01E-05,17,0,81,,
1.02E-05,18,0,82,,
1.05E-05,19,0,83,,
1.00E-05,8,0,83,,
1.01E-05,7,0,84,,
1.09E-05,14,0,83,,
1.00E-05,7,0,87,,
1.02E-05,18,0,88,,
1.00E-05,1,0,88,,
1.00E-05,10,0,88,,
9.90E-06,19,0,87,,
5.69E-05,14,0,90,,
1.00E-05,15,0,90,,
9.90E-06,2,0,90,,
1.01E-05,7,0,92,,
1.00E-05,7,0,91,,
1.02E-05,5,0,90,,
1.01E-05,11,0,89,,
1.21E-05,11,0,90,,
1.01E-05,14,0,92,,
1.01E-05,10,0,90,,
1.03E-05,20,0,92,,
1.61E-05,18,0,94,,
1.00E-05,9,0,93,,
1.00E-05,4,0,94,,
1.00E-05,2,0,92,,
1.00E-05,7,0,90,,
1.02E-05,8,0,93,,
1.06E-05,1,0,94,,
1.14E-05,1,0,95,,
1.01E-05,7,0,95,,
1.03E-05,9,0,96,,
1.01E-05,19,0,94,,
1.01E-05,16,0,93,,
9.90E-06,1,0,97,,
1.03E-05,2,0,98,,
1.01E-05,14,0,96,,
1.00E-05,14,0,94,,
1.00E-05,16,0,94,,
1.01E-05,4,0,91,,
1.04E-05,1,0,92,,
9.90E-06,20,0,90,,
1.01E-05,15,0,91,,
1.11E-05,18,0,90,,
1.00E-05,10,0,88,,
1.01E-05,17,0,86,,
9.90E-06,7,0,87,,
1.02E-05,3,0,84,,
1.00E-05,2,0,85,,
1.02E-05,11,0,84,,
1.04E-05,14,0,85,,
1.00E-05,5,0,86,,
1.03E-05,10,0,88,,
1.00E-05,19,0,86,,
1.01E-05,9,0,87,,
9.80E-06,4,0,88,,
1.08E-05,4,0,87,,
1.07E-05,3,0,88,,
1.03E-05,20,0,85,,
1.01E-05,16,0,82,,
1.01E-05,6,0,80,,
1.00E-05,7,0,78,,
1.13E-05,16,0,73,,
1.01E-05,8,0,66,,
9.90E-06,13,0,68,,
1.01E-05,7,0,68,,
1.00E-05,13,0,69,,
1.01E-05,13,0,69,,
1.00E-05,7,0,70,,
9.90E-06,6,0,72,,
1.00E-05,12,0,71,,
1.00E-05,19,0,72,,
1.02E-05,6,0,66,,
9.90E-06,19,0,65,,
9.90E-06,2,0,62,,
1.01E-05,20,0,60,,
1.15E-05,1,0,61,,
1.01E-05,15,0,61,,
9.90E-06,15,0,61,,
1.02E-05,14,0,52,,
9.90E-06,7,0,51,,
1.02E-05,6,0,49,,
1.03E-05,13,0,51,,
1.00E-05,16,0,53,,
1.02E-05,1,0,46,,
1.01E-05,10,0,47,,
9.80E-06,15,0,48,,
1.20E-05,6,0,39,,
1.72E-05,1,0,40,,
1.09E-05,13,0,43,,
1.02E-05,11,0,44,,
1.01E-05,15,0,46,,
1.10E-05,9,0,47,,
1.02E-05,9,0,47,,
1.00E-05,8,0,48,,
1.09E-05,9,0,47,,
1.16E-05,1,0,48,,
1.01E-05,2,0,51,,
1.01E-05,17,0,50,,
9.90E-06,10,0,51,,
1.19E-05,7,0,54,,
1.15E-05,9,0,55,,
1.12E-05,9,0,59,,
1.88E-05,11,0,60,,
1.03E-05,2,0,60,,
1.01E-05,11,0,60,,
1.03E-05,14,0,62,,
1.01E-05,4,0,65,,
1.01E-05,7,0,66,,
1.68E-05,4,0,67,,
1.00E-05,2,0,67,,
1.06E-05,3,0,66,,
1.00E-05,13,0,62,,
1.01E-05,6,0,63,,
9.90E-06,15,0,62,,
1.01E-05,2,0,60,,
1.00E-05,16,0,59,,
1.00E-05,18,0,60,,
9.90E-06,11,0,53,,
1.00E-05,8,0,53,,
9.90E-06,6,0,53,,
1.02E-05,5,0,54,,
1.01E-05,12,0,51,,
1.00E-05,13,0,52,,
1.13E-05,1,0,52,,
1.02E-05,6,0,50,,
1.17E-05,9,0,52,,
1.03E-05,5,0,50,,
1.13E-05,12,0,50,,
1.55E-05,16,0,47,,
1.05E-05,9,0,43,,
1.05E-05,14,0,42,,
1.04E-05,17,0,41,,
1.00E-05,7,0,43,,
1.01E-05,7,0,44,,
1.12E-05,15,0,47,,
1.01E-05,1,0,43,,
1.00E-05,18,0,44,,
1.00E-05,8,0,45,,
1.02E-05,5,0,45,,
1.06E-05,5,0,46,,
1.01E-05,12,0,48,,
1.00E-05,1,0,49,,
1.08E-05,9,0,47,,
1.04E-05,1,0,49,,
1.48E-05,12,0,50,,
1.01E-05,15,0,50,,
1.01E-05,1,0,51,,
1.01E-05,8,0,43,,
1.02E-05,12,0,44,,
1.00E-05,14,0,44,,
1.00E-05,5,0,44,,
1.32E-05,7,0,47,,
1.49E-05,3,0,47,,
1.00E-05,20,0,45,,
1.02E-05,10,0,40,,
9.90E-06,17,0,38,,
1.00E-05,2,0,38,,
1.00E-05,9,0,41,,
1.01E-05,19,0,40,,
1.00E-05,6,0,39,,
