cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,sum,pocet
8.90E-05,25,0,4,,,,
8.42E-05,19,0,7,,,,
8.38E-05,45,0,7,,,,
8.34E-05,42,0,7,,,,
8.34E-05,44,0,8,,,,
8.35E-05,2,0,7,,,,
8.41E-05,37,0,8,,,,
8.36E-05,6,0,9,,,,
8.41E-05,38,0,11,,,,
8.38E-05,39,0,12,,,,
8.38E-05,26,0,15,,,,
8.36E-05,23,0,16,,,,
8.37E-05,26,0,17,,,,
8.64E-05,18,0,20,,,,
9.41E-05,30,0,22,,,,
8.69E-05,32,0,23,,,,
8.40E-05,39,0,24,,,,
8.41E-05,3,0,25,,,,
9.14E-05,28,0,27,,,,
8.40E-05,44,0,28,,,,
8.39E-05,14,0,29,,,,
8.39E-05,30,0,23,,,,
9.16E-05,26,0,24,,,,
8.40E-05,34,0,25,,,,
8.41E-05,18,0,26,,,,
8.37E-05,12,0,26,,,,
8.47E-05,21,0,28,,,,
8.32E-05,27,0,29,,,,
8.41E-05,16,0,30,,,,
8.41E-05,9,0,30,,,,
0.000188,38,0,27,,,,
8.57E-05,12,0,24,,,,
8.38E-05,9,0,25,,,,
8.37E-05,8,0,27,,,,
8.37E-05,11,0,23,,,,
8.53E-05,17,0,23,,,,
8.38E-05,3,0,23,,,,
8.45E-05,32,0,24,,,,
8.36E-05,1,0,26,,,,
8.38E-05,17,0,28,,,,
8.32E-05,31,0,27,,,,
8.33E-05,11,0,28,,,,
8.30E-05,9,0,29,,,,
8.30E-05,40,0,30,,,,
8.36E-05,28,0,31,,,,
8.41E-05,44,0,31,,,,
8.38E-05,40,0,32,,,,
8.36E-05,6,0,31,,,,
8.91E-05,13,0,32,,,,
8.33E-05,18,0,34,,,,
8.81E-05,42,0,34,,,,
8.46E-05,13,0,35,,,,
0.0001738,26,0,35,,,,
0.0001286,30,0,37,,,,
0.0001297,43,0,38,,,,
0.0001397,35,0,39,,,,
8.42E-05,41,0,41,,,,
8.40E-05,34,0,44,,,,
8.45E-05,15,0,45,,,,
8.30E-05,30,0,45,,,,
8.31E-05,5,0,44,,,,
8.36E-05,9,0,44,,,,
8.37E-05,34,0,45,,,,
8.40E-05,32,0,41,,,,
8.37E-05,16,0,41,,,,
0.0001172,12,0,40,,,,
8.98E-05,32,0,41,,,,
8.40E-05,5,0,35,,,,
8.41E-05,8,0,35,,,,
8.60E-05,4,0,36,,,,
8.36E-05,33,0,33,,,,
8.50E-05,1,0,32,,,,
8.74E-05,41,0,34,,,,
8.43E-05,35,0,30,,,,
8.42E-05,13,0,31,,,,
9.89E-05,17,0,27,,,,
8.28E-05,39,0,26,,,,
